,area_type,availability,location,society,bath,balcony,price,Sqft_range_starts,Sqft_range_ends,Size,Flat_layout
10770,0,Ready To Move,Banashankari Stage I,IBityin,4.0,3.0,170.0,3000.0,3000.0,5,1
10771,0,18-Dec,Electronic City,IBityin,2.0,1.0,34.65,1200.0,1200.0,2,0
10772,3,Ready To Move,Hulimavu,IBityin,2.0,3.0,45.0,935.0,935.0,2,0
10773,3,Ready To Move,Thigalarapalya,Prtanha,4.0,2.0,151.0,2072.0,2072.0,3,0
10774,0,Ready To Move,Ramanjaneyanagar,Prtanha,3.0,1.0,225.0,2200.0,2200.0,4,1
10775,3,Ready To Move,Jalahalli,Vaniai ,1.0,1.0,46.0,615.0,615.0,1,0
10776,3,Ready To Move,KR Puram,CiaksRi,2.0,1.0,45.0,1116.0,1116.0,2,0
10777,3,18-Dec,Whitefield,Asarqz ,3.0,2.0,107.0,1639.0,1639.0,3,0
10778,3,Ready To Move,Marathahalli,Asarqz ,3.0,2.0,130.0,1839.0,1839.0,3,0
10779,3,Ready To Move,Byatarayanapura,Asarqz ,2.0,2.0,63.0,1300.0,1300.0,2,0
10780,3,Ready To Move,Horamavu Agara,Asarqz ,1.0,1.0,27.0,625.0,625.0,1,0
10781,3,18-May,Thanisandra,Bhmesy ,1.0,1.0,61.0,933.0,933.0,1,0
10782,3,Ready To Move,Hosur Road,Saageat,3.0,3.0,180.0,2289.0,2289.0,3,0
10783,0,Ready To Move,Ramamurthy Nagar,Saageat,3.0,0.0,125.0,2316.0,2316.0,3,1
10784,3,18-May,Electronic City,Saageat,2.0,1.0,39.77,1005.0,1005.0,2,0
10785,0,Ready To Move,Horamavu Agara,SLoraFl,2.0,1.0,38.0,1080.0,1080.0,2,0
10786,2,Ready To Move,Munnekollal,SLoraFl,5.0,3.0,185.0,1200.0,1200.0,7,1
10787,3,Ready To Move,Vishwapriya Layout,Prodsth,2.0,3.0,36.0,910.0,910.0,2,0
10788,2,Ready To Move,Hormavu,Grensak,2.0,0.0,73.0,1200.0,1200.0,2,1
10789,3,Ready To Move,Electronic City,YCnce R,2.0,1.0,39.9,1110.0,1110.0,2,0
10790,3,Ready To Move,Kothanur,YCnce R,2.0,2.0,56.0,1142.0,1142.0,2,0
10791,1,Ready To Move,2nd Stage Nagarbhavi,YCnce R,4.0,3.0,240.0,4000.0,4000.0,5,1
10792,2,18-Mar,Hormavu,Prageta,3.0,1.0,204.0,1800.0,1800.0,3,1
10793,3,Ready To Move,AECS Layout,CMard B,2.0,1.0,55.0,1005.0,1005.0,2,0
10794,0,18-Apr,3rd Block Banashankari,CMard B,3.0,1.0,133.0,1626.6,1626.6,3,0
10795,3,Ready To Move,Kothanur,CMard B,2.0,2.0,54.0,1074.0,1074.0,2,0
10796,1,Ready To Move,Basavangudi,CMard B,2.0,0.0,80.0,1230.0,1230.0,2,0
10797,3,Ready To Move,Electronic City,Itelaa ,1.0,1.0,23.0,660.0,660.0,2,0
10798,0,Ready To Move,Coconut Grove Layout,Itelaa ,2.0,2.0,48.0,1007.0,1007.0,2,0
10799,2,Ready To Move,2nd Block Hrbr Layout,Itelaa ,6.0,1.0,74.0,1050.0,1050.0,4,1
10800,0,20-Dec,Whitefield,Itelaa ,3.0,2.0,113.0,1820.0,1820.0,3,0
10801,3,Ready To Move,Basapura,Krtiqa ,2.0,1.0,60.0,1100.0,1100.0,2,0
10802,2,Ready To Move,Anjappa Layout,Krtiqa ,2.0,0.0,100.0,1348.0,1348.0,2,1
10803,3,Ready To Move,Kasavanhalli,Krtiqa ,2.0,2.0,66.25,1230.0,1230.0,2,0
10804,3,18-May,Horamavu Agara,Krtiqa ,2.0,1.0,37.62,1176.0,1176.0,3,0
10805,3,Ready To Move,Uttarahalli,Aklia R,3.0,2.0,57.0,1590.0,1590.0,3,0
10806,0,Ready To Move,Frazer Town,Aklia R,2.0,1.0,78.0,1200.0,1200.0,2,0
10807,0,18-Jun,"Off Sarjapur Road, ",Aklia R,2.0,1.0,65.0,1298.0,1298.0,2,0
10808,3,18-Jul,Hosa Road,Mahesr ,2.0,1.0,55.15,1161.0,1161.0,2,0
10809,2,Ready To Move,Himagiri Meadows,Mahesr ,4.0,0.0,175.0,1350.0,1350.0,4,1
10810,2,Ready To Move,4th Block HBR Layout,Mahesr ,5.0,2.0,138.0,1200.0,1200.0,5,1
10811,3,Ready To Move,Kothanur,Mahesr ,2.0,1.0,60.0,1285.0,1285.0,2,0
10812,3,17-Jun,Electronic City,Prarkun,3.0,2.0,92.59,1644.0,1644.0,3,0
10813,3,Ready To Move,Kasavanhalli,Prarkun,3.0,1.0,150.0,1819.0,1819.0,3,0
10814,3,Ready To Move,1st Phase JP Nagar,NCaveun,2.0,1.0,85.0,1205.0,1205.0,2,0
10815,3,Ready To Move,Basavangudi,NCaveun,3.0,3.0,300.0,2350.0,2350.0,3,0
10816,3,Ready To Move,Uttarahalli,NCaveun,2.0,1.0,42.0,1050.0,1050.0,2,0
10817,3,Ready To Move,Raja Rajeshwari Nagar,Ely 3Em,2.0,2.0,62.0,1270.0,1270.0,2,0
10818,3,18-Jun,9th Phase JP Nagar,Ely 3Em,2.0,2.0,39.89,1240.0,1240.0,3,0
10819,3,Ready To Move,Jigani,DLhtsan,3.0,3.0,70.0,1221.0,1221.0,3,0
10820,0,Ready To Move,Hoysalanagar,RKntsrt,2.0,2.0,35.0,840.0,840.0,3,0
10821,3,Ready To Move,Kanakpura Road,PuandHi,2.0,2.0,63.0,1339.0,1339.0,2,0
10822,3,Ready To Move,Thigalarapalya,Prtanha,5.0,2.0,300.0,4303.0,4303.0,4,0
10823,3,Ready To Move,Haralur Road,DSimaUl,2.0,1.0,85.0,1315.0,1315.0,2,0
10824,3,Ready To Move,Raja Rajeshwari Nagar,DSimaUl,2.0,2.0,68.0,1250.0,1250.0,2,0
10825,3,Ready To Move,Bisuvanahalli,Prityel,2.0,1.0,27.0,850.0,850.0,2,0
10826,3,Ready To Move,7th Phase JP Nagar,Eladero,2.0,2.0,110.0,1600.0,1600.0,3,0
10827,0,Ready To Move,Electronic City,Prhtsua,2.0,1.0,62.0,1250.0,1250.0,2,0
10828,3,Ready To Move,Motappa Layout,Puodse ,2.0,1.0,56.5,1312.0,1312.0,3,0
10829,3,Ready To Move,Kadugodi,VSaya A,4.0,0.0,134.0,3000.0,3000.0,4,0
10830,0,Ready To Move,Electronic City Phase II,Prngshi,2.0,2.0,28.0,1300.0,1300.0,2,0
10831,0,Ready To Move,Whitefield,Prngshi,3.0,3.0,98.0,1990.0,1990.0,3,0
10832,3,Ready To Move,Medahalli,Prngshi,2.0,2.0,38.5,760.0,760.0,2,0
10833,2,Ready To Move,Ambedkar Nagar,Thessrm,4.0,2.0,536.0,5000.0,5000.0,4,1
10834,3,Ready To Move,Kadugodi,InadeAr,2.0,2.0,59.0,1614.0,1614.0,3,0
10835,2,Ready To Move,Judicial Layout,InadeAr,3.0,2.0,162.0,1500.0,1500.0,4,1
10836,3,Ready To Move,Basava Nagar,Prvaska,2.0,1.0,60.1,1182.0,1182.0,3,0
10837,3,Ready To Move,Avalahalli,PyonsCa,2.0,1.0,46.29,1053.0,1053.0,2,0
10838,0,Ready To Move,6th Phase JP Nagar,PyonsCa,1.0,1.0,105.0,750.0,750.0,1,0
10839,3,Ready To Move,Gubbalala,MauilTr,3.0,3.0,125.0,2000.0,2000.0,3,0
10840,0,18-May,Electronic City Phase II,SNbay G,4.0,3.0,116.0,1940.0,1940.0,3,0
10841,3,18-Dec,Hennur Road,Shxorm ,3.0,2.0,105.0,1590.0,1590.0,3,0
10842,3,18-Oct,Chennammana Kere,Shxorm ,2.0,2.0,52.79,1035.0,1035.0,2,0
10843,3,Ready To Move,Kothanur,Shxorm ,2.0,2.0,53.0,1075.0,1075.0,2,0
10844,2,Ready To Move,TC Palaya,Shxorm ,2.0,0.0,55.0,900.0,900.0,2,1
10845,3,Ready To Move,Raja Rajeshwari Nagar,Keave E,2.0,1.0,62.0,1260.0,1260.0,3,0
10846,2,Ready To Move,Prashanth Nagar,Keave E,5.0,0.0,260.0,1200.0,1200.0,6,1
10847,3,Ready To Move,Thanisandra,Soitya ,3.0,2.0,107.0,1702.0,1702.0,3,0
10848,3,Ready To Move,Bisuvanahalli,Prityel,2.0,2.0,65.0,1080.0,1080.0,3,0
10849,0,Ready To Move,Kasavanhalli,Prityel,2.0,1.0,45.0,1189.0,1189.0,2,0
10850,3,Ready To Move,Tumkur Road,Mairer ,2.0,1.0,39.0,1035.0,1035.0,2,0
10851,3,18-Aug,Hennur Road,DSeldpr,2.0,1.0,36.0,1200.0,1200.0,2,0
10852,2,Ready To Move,Mahalakshmi Layout,DSeldpr,6.0,2.0,852.0,4482.0,4482.0,8,1
10853,2,Ready To Move,Michael Palaya,DSeldpr,3.0,0.0,200.0,1200.0,1200.0,3,1
10854,3,20-Oct,Kanakpura Road,PrarePa,3.0,1.0,69.0,1300.0,1300.0,3,0
10855,3,19-Apr,Yelahanka,LedorSa,2.0,1.0,93.65,1330.0,1330.0,2,0
10856,3,Ready To Move,Kaggalipura,Baowsig,2.0,1.0,65.0,1210.0,1210.0,3,0
10857,0,Ready To Move,Chikkalasandra,Baowsig,2.0,2.0,54.2,1350.0,1350.0,3,0
10858,3,Ready To Move,Kaval Byrasandra,SyOnen ,2.0,2.0,65.0,1900.0,1900.0,3,0
10859,3,Ready To Move,Ambedkar Nagar,SoechHa,4.0,2.0,125.0,1935.0,1935.0,3,0
10860,3,Ready To Move,Doddanakundi Industrial Area 2,BrlonAv,3.0,3.0,90.0,1410.0,1410.0,3,0
10861,3,Ready To Move,Narayanapura,AriosHe,2.0,2.0,99.14,1469.0,1469.0,2,0
10862,3,Ready To Move,Varthur,Hirio L,2.0,1.0,30.0,986.0,986.0,2,0
10863,3,Ready To Move,RBI Layout,Sasicha,2.0,2.0,87.0,1460.0,1460.0,3,0
10864,3,19-Jan,Chandra Layout,TiaksAa,2.0,2.0,85.05,1260.0,1260.0,3,0
10865,3,Ready To Move,Chandapura,Riiew L,2.0,2.0,39.5,1345.0,1345.0,3,0
10866,3,Ready To Move,Panathur,Isncasa,2.0,1.0,57.0,980.0,980.0,2,0
10867,0,Ready To Move,Kudlu Gate,Brlms P,2.0,2.0,75.0,1164.0,1164.0,2,0
10868,3,Ready To Move,Subramanyapura,Prldsri,1.0,2.0,51.0,929.0,929.0,2,0
10869,0,Ready To Move,Kundalahalli,Prldsri,2.0,1.0,70.0,1065.0,1065.0,2,0
10870,3,20-Jun,Budigere,Brstaue,2.0,0.0,56.725,1150.0,1194.0,2,0
10871,3,Ready To Move,Lakshmiamma Garden,Brstaue,3.0,1.0,265.0,3000.0,3000.0,3,0
10872,3,18-Apr,Electronic City,Brstaue,2.0,1.0,30.27,1020.0,1020.0,2,0
10873,3,Ready To Move,Gunjur,DSerste,3.0,1.0,62.63,1362.0,1362.0,3,0
10874,3,Ready To Move,Yeshwanthpur,IBityin,1.0,1.0,36.85,672.0,672.0,1,0
10875,3,Ready To Move,Brookefield,Stlomg ,3.0,3.0,115.0,1746.0,1746.0,3,0
10876,0,18-Dec,Electronic City,Stlomg ,2.0,1.0,29.6,1025.0,1025.0,2,0
10877,3,Ready To Move,Harlur,SrEndPo,2.0,1.0,65.0,1532.0,1532.0,2,0
10878,3,Ready To Move,Guni Agrahara,SrEndPo,2.0,2.0,120.0,1200.0,1200.0,3,0
10879,3,Ready To Move,Ganga Nagar,AlourAr,2.0,2.0,65.0,1250.0,1250.0,2,0
10880,3,Ready To Move,Thanisandra,SLaceda,2.0,1.0,39.0,1188.0,1188.0,2,0
10881,0,19-Oct,Whitefield,NVaree ,4.0,0.0,218.0,3565.0,3565.0,4,1
10882,3,19-Jan,Marathahalli,PrensKe,2.0,2.0,85.0,1170.0,1170.0,2,0
10883,3,Ready To Move,BEL Road,PrensKe,3.0,2.0,150.0,1800.0,1800.0,3,0
10884,2,Ready To Move,Madavara,PrensKe,2.0,1.0,35.0,1000.0,1000.0,2,1
10885,2,Ready To Move,Cooke Town,PrensKe,3.0,1.0,375.0,2600.0,2600.0,3,1
10886,2,Ready To Move,Nagarbhavi,PrensKe,4.0,3.0,240.0,1200.0,1200.0,5,1
10887,3,Ready To Move,Kasturi Nagar,Radenta,4.0,2.0,155.0,2507.0,2507.0,4,0
10888,3,Ready To Move,Babusapalaya,ARngsd ,2.0,1.0,34.0,1061.0,1061.0,2,0
10889,3,Ready To Move,KR Puram,ARngsd ,2.0,2.0,69.0,1290.0,1290.0,2,0
10890,3,Ready To Move,Sarjapur,ARngsd ,2.0,1.0,42.6,1200.0,1200.0,2,0
10891,3,18-May,Bharathi Nagar,ARngsd ,2.0,2.0,39.29,1120.0,1120.0,2,0
10892,3,Ready To Move,Electronic City,ARngsd ,1.0,1.0,12.0,418.0,418.0,1,0
10893,3,Ready To Move,Sarjapur,Sondaka,3.0,1.0,50.0,1333.0,1333.0,3,0
10894,3,Ready To Move,Sarjapur  Road,Klark L,3.0,2.0,119.0,1691.0,1691.0,3,0
10895,3,19-Dec,Thanisandra,Cotaror,1.0,0.0,34.355,684.0,810.0,1,0
10896,3,Ready To Move,Koramangala,Cotaror,3.0,3.0,250.0,1700.0,1700.0,3,0
10897,3,19-May,Thanisandra,G conTh,4.0,1.0,125.0,2030.0,2030.0,3,0
10898,3,18-Mar,Balagere,Soresea,2.0,1.0,70.0,1012.0,1012.0,2,0
10899,1,Ready To Move,Kudlu,Soresea,2.0,1.0,60.0,1245.0,1245.0,3,0
10900,3,Ready To Move,7th Phase JP Nagar,Eladero,3.0,2.0,118.0,1765.0,1765.0,3,0
10901,3,Ready To Move,Gottigere,Srtusi ,2.0,2.0,36.25,1110.0,1110.0,2,0
10902,0,Ready To Move,Akash Nagar,Srtusi ,2.0,1.0,47.8,967.0,967.0,2,0
10903,3,Ready To Move,Sarjapur,Peles P,2.0,2.0,36.0,1044.0,1044.0,2,0
10904,3,Ready To Move,Brookefield,Baentgi,3.0,3.0,80.0,1518.0,1518.0,3,0
10905,3,Ready To Move,KR Puram,SLontel,2.0,2.0,57.0,1300.0,1300.0,3,0
10906,3,Ready To Move,Seetharampalya,Sapazta,3.0,3.0,73.0,1798.0,1798.0,3,0
10907,1,Ready To Move,KR Puram,Jahidva,2.0,0.0,36.38,866.28,866.28,2,0
10908,3,18-Feb,Whitefield,BrlisCo,5.0,3.0,253.0,3410.0,3410.0,4,0
10909,3,Ready To Move,Singasandra,EAvarum,2.0,2.0,56.0,1179.0,1179.0,2,0
10910,3,Ready To Move,Rajaji Nagar,PhestOn,5.0,2.0,510.0,3600.0,3600.0,5,0
10911,3,Ready To Move,Uttarahalli,Aklia R,2.0,1.0,48.0,1125.0,1125.0,2,0
10912,3,Ready To Move,Cambridge Layout,Aklia R,3.0,1.0,210.0,2098.0,2098.0,3,0
10913,3,Ready To Move,3rd Phase JP Nagar,Aklia R,3.0,1.0,270.0,2400.0,2400.0,3,0
10914,0,Ready To Move,Haralur Road,Aklia R,3.0,2.0,92.0,1976.0,1976.0,3,0
10915,0,Ready To Move,5th Phase JP Nagar,Niaveha,2.0,2.0,61.8,1190.0,1190.0,2,0
10916,3,Ready To Move,cooketown,Niaveha,3.0,3.0,192.0,1800.0,1800.0,3,0
10917,3,19-Sep,Jakkur,Ceezey ,3.0,1.0,84.52,1761.0,1761.0,3,0
10918,3,Ready To Move,Cooke Town,Ceezey ,3.0,3.0,120.0,1700.0,1700.0,3,0
10919,0,Ready To Move,Ramamurthy Nagar,Ceezey ,4.0,1.0,70.0,900.0,900.0,4,1
10920,3,18-Apr,Electronic City,Prarkun,2.0,1.0,64.8,1128.0,1128.0,2,0
10921,3,Ready To Move,5th Stage BEML Layout,Prarkun,3.0,2.0,85.0,2000.0,2000.0,3,0
10922,0,18-Dec,Electronic City,Prarkun,2.0,1.0,35.25,1220.0,1220.0,3,0
10923,3,19-Jan,Shauhardha Layout,Ardaseo,1.0,1.0,20.0,509.0,509.0,1,0
10924,3,Ready To Move,Ambedkar Nagar,SoechHa,4.0,2.0,122.0,1852.0,1852.0,3,0
10925,3,20-Dec,Varthur,Myple M,2.0,1.0,40.65,1045.0,1045.0,2,0
10926,3,Ready To Move,Kaverappa Layout,Varve R,4.0,2.0,215.0,3535.0,3535.0,4,0
10927,3,Ready To Move,Marathahalli,Varve R,2.0,2.0,53.67,1102.0,1102.0,2,0
10928,3,Ready To Move,Omkar Nagar,Shinei ,3.0,2.0,82.0,1800.0,1800.0,4,0
10929,3,Ready To Move,Hebbal Kempapura,Shinei ,2.0,2.0,75.0,1436.0,1436.0,3,0
10930,3,Ready To Move,Chikkadunnasandra,Kr 10Ca,2.0,2.0,52.0,1397.0,1397.0,3,0
10931,3,Ready To Move,Kothanur,Kr 10Ca,2.0,2.0,56.0,1140.0,1140.0,2,0
10932,3,20-Jan,Balagere,Soresea,1.0,1.0,55.0,645.0,645.0,1,0
10933,2,Ready To Move,Bank Of Baroda Colony,Soresea,5.0,1.0,325.0,2350.0,2350.0,5,1
10934,2,18-May,Nagarbhavi,Soresea,3.0,2.0,225.0,1200.0,1200.0,3,1
10935,1,Ready To Move,Bhoopsandra,E onsg ,3.0,2.0,135.0,2050.0,2050.0,3,0
10936,3,Ready To Move,Sarjapur  Road,DSndsod,2.0,1.0,95.0,1335.0,1335.0,2,0
10937,2,Ready To Move,Thirumenahalli,DSndsod,1.0,1.0,200.0,2100.0,2100.0,2,1
10938,3,18-Dec,Hebbal,Magiaya,3.0,2.0,77.68,1255.0,1255.0,3,0
10939,3,Ready To Move,Thanisandra,SLaceda,2.0,1.0,59.0,1140.0,1140.0,2,0
10940,3,Ready To Move,Hosakerehalli,Taonte ,3.0,1.0,240.0,2376.0,2376.0,3,0
10941,3,19-Mar,Thanisandra,Bhe 2ko,1.0,1.0,46.0,663.0,663.0,1,0
10942,3,Ready To Move,Victoria Layout,Bhe 2ko,2.0,0.0,146.0,1276.0,1276.0,2,0
10943,3,Ready To Move,Kanakpura Road,JRrnauv,3.0,3.0,60.9,1450.0,1450.0,3,0
10944,3,Ready To Move,Kodichikkanahalli,JRrnauv,3.0,3.0,66.0,1400.0,1400.0,3,0
10945,3,17-Oct,Divya Unnathi Layout,JRrnauv,2.0,1.0,53.56,1339.0,1339.0,2,0
10946,0,18-Dec,Electronic City,JRrnauv,2.0,1.0,35.23,1220.0,1220.0,3,0
10947,0,Ready To Move,Malleshwaram,Sariaat,3.0,2.0,275.0,2200.0,2200.0,3,0
10948,0,Ready To Move,Harohalli,Sariaat,2.0,2.0,52.0,1305.0,1305.0,2,0
10949,0,Ready To Move,Green Glen Layout,Sravea ,3.0,3.0,80.0,1740.0,1740.0,3,0
10950,3,Ready To Move,Anekal,Sravea ,1.0,1.0,21.0,680.0,680.0,2,0
10951,3,Ready To Move,Bannerghatta Road,Sravea ,2.0,2.0,47.0,1154.0,1154.0,2,0
10952,0,Ready To Move,Munnekollal,Sravea ,2.0,2.0,40.0,1200.0,1200.0,2,0
10953,3,Ready To Move,Hennur,Sravea ,2.0,2.0,54.5,1155.0,1155.0,2,0
10954,3,Ready To Move,Sarjapur  Road,Shthi S,2.0,3.0,63.0,1525.0,1525.0,3,0
10955,0,Ready To Move,Giri Nagar,Shthi S,1.0,1.0,125.0,600.0,600.0,1,1
10956,3,19-Dec,Hebbal,Raard B,5.0,2.0,192.0,2470.0,2470.0,4,0
10957,3,Ready To Move,Padmanabhanagar,Raard B,2.0,1.0,60.0,1100.0,1100.0,2,0
10958,3,Ready To Move,Hormavu,Savar S,2.0,2.0,65.0,1250.0,1250.0,2,0
10959,3,Ready To Move,Kothanur,YMhenLi,2.0,1.0,70.0,1400.0,1400.0,2,0
10960,3,Ready To Move,Ittamadu,Naory G,3.0,2.0,100.0,1600.0,1600.0,3,0
10961,0,Ready To Move,Electronic City,GMown E,2.0,1.0,55.0,1060.0,1060.0,2,0
10962,3,Ready To Move,Horamavu Banaswadi,GMown E,2.0,2.0,50.0,1272.0,1272.0,2,0
10963,3,19-Jul,Kanakpura Road,Soazak ,2.0,2.0,105.0,1296.0,1296.0,2,0
10964,0,Ready To Move,Dollars Colony,Soazak ,3.0,2.0,280.0,2100.0,2100.0,4,0
10965,3,Ready To Move,Karuna Nagar,AjityIn,3.0,3.0,115.0,1945.0,1945.0,3,0
10966,3,19-Nov,Chandapura,AjityIn,2.0,2.0,30.47,1033.0,1033.0,3,0
10967,3,Ready To Move,Stage-4 Bommanahalli,Pantsce,2.0,2.0,69.0,2300.0,2300.0,3,0
10968,3,18-Aug,Gunjur Palya,Pantsce,2.0,2.0,52.76,1235.0,1235.0,2,0
10969,3,Ready To Move,3rd Block Koramangala,Aplanje,3.0,1.0,270.0,2100.0,2100.0,3,0
10970,3,Ready To Move,2nd Phase JP Nagar,Sharlth,2.0,1.0,42.5,850.0,850.0,2,0
10971,3,Ready To Move,Subramanyapura,Mayne A,3.0,2.0,110.0,1880.0,1880.0,3,0
10972,3,20-May,1st Block Jayanagar,Mayne A,4.0,2.0,368.0,2450.0,2450.0,4,0
10973,3,Ready To Move,Kenchenahalli,Unateit,2.0,2.0,52.0,1060.0,1060.0,2,0
10974,3,Ready To Move,Hennur Road,SaireSa,3.0,3.0,138.0,2041.0,2041.0,3,0
10975,0,Ready To Move,Hulimavu,SaireSa,2.0,2.0,125.0,1050.0,1050.0,2,1
10976,3,Ready To Move,Vasanthapura,SaireSa,2.0,1.0,36.28,1037.0,1037.0,2,0
10977,0,21-Dec,"Electronic city phase 1, ",SaireSa,2.0,1.0,39.0,1150.0,1150.0,2,0
10978,3,Ready To Move,LB Shastri Nagar,MCrds S,2.0,1.0,62.0,1184.0,1184.0,2,0
10979,0,Ready To Move,Sarjapur  Road,MCrds S,3.0,2.0,126.0,1680.0,1680.0,3,0
10980,3,18-Apr,Thanisandra,Bhe 2ko,3.0,2.0,100.0,1411.0,1411.0,3,0
10981,2,Ready To Move,Hosa Road,Bhe 2ko,5.0,0.0,55.0,900.0,900.0,5,1
10982,3,21-Dec,Kanakpura Road,Bhe 2ko,2.0,2.0,41.0,900.0,900.0,2,0
10983,0,Ready To Move,Jakkur Plantation,Bhe 2ko,4.0,3.0,320.0,3500.0,3500.0,4,0
10984,3,Ready To Move,Thanisandra,Soitya ,3.0,2.0,120.0,1702.0,1702.0,3,0
10985,3,Ready To Move,Yelahanka,BKideor,2.0,2.0,45.0,1185.0,1185.0,2,0
10986,3,21-Jan,Kanakpura Road,PrarePa,3.0,1.0,64.0,1300.0,1300.0,3,0
10987,3,Ready To Move,Lavakusha Nagar,Vanusn ,3.0,2.0,65.0,1545.0,1545.0,3,0
10988,3,Ready To Move,6th Phase JP Nagar,NCierar,2.0,2.0,135.0,1515.0,1515.0,3,0
10989,3,Ready To Move,Jigani,DLhtsen,3.0,3.0,55.0,1300.0,1300.0,3,0
10990,3,Ready To Move,JP Nagar,DLhtsen,2.0,1.0,57.0,1107.0,1107.0,2,0
10991,3,Ready To Move,Old Madras Road,Brglede,3.0,2.0,106.0,1720.0,1720.0,3,0
10992,3,Ready To Move,Kuvempu Nagar,Srersas,3.0,2.0,150.0,1540.0,1540.0,3,0
10993,3,Ready To Move,Bannerghatta Road,Srersas,2.0,1.0,44.5,1000.0,1000.0,2,0
10994,3,21-Dec,Electronic City,KonteiT,1.0,1.0,40.42,710.0,710.0,1,0
10995,3,Ready To Move,Thanisandra,SLaceda,2.0,1.0,38.0,1100.0,1100.0,2,0
10996,0,Ready To Move,Sri Balaji Krupa Layout,KrodsNo,4.0,0.0,270.0,3200.0,3200.0,4,1
10997,2,Ready To Move,Domlur Layout,KrodsNo,2.0,2.0,160.0,900.0,900.0,2,1
10998,0,Ready To Move,Bannerghatta Road,Saavenc,2.0,0.0,48.0,1250.0,1250.0,2,0
10999,0,Ready To Move,Kaggadasapura,Saavenc,4.0,3.0,130.0,2400.0,2400.0,5,1
11000,3,Ready To Move,Hegde Nagar,Sonosty,3.0,1.0,104.0,1584.01,1584.01,3,0
11001,2,Ready To Move,Vasanth nagar,Sonosty,4.0,0.0,150.0,875.0,875.0,4,1
11002,2,Ready To Move,Kammasandra,Sonosty,6.0,3.0,60.0,1200.0,1200.0,4,1
11003,3,Ready To Move,Kaggadasapura,SrncyRe,2.0,2.0,70.0,1485.0,1485.0,3,0
11004,0,Ready To Move,Hennur Road,Maity W,2.0,1.0,78.0,1100.0,1100.0,3,0
11005,3,18-Mar,8th Phase JP Nagar,Maity W,2.0,1.0,59.0,1245.0,1245.0,2,0
11006,0,19-Dec,Hennur Road,Ciris P,4.0,0.0,154.0,1880.0,1880.0,4,1
11007,3,20-Jul,Frazer Town,Ciris P,3.0,3.0,350.0,2214.0,2214.0,3,0
11008,0,18-Jun,Anathanagar,Ciris P,2.0,2.0,45.0,1050.0,1050.0,2,0
11009,2,Ready To Move,Vishveshwarya Layout,Ciris P,4.0,2.0,95.0,600.0,600.0,4,1
11010,3,19-Jul,Bannerghatta Road,Uncioe ,3.0,2.0,105.0,1640.0,1640.0,3,0
11011,3,Ready To Move,Basavanapura,Papusa ,2.0,1.0,65.0,1165.0,1165.0,2,0
11012,0,Ready To Move,Kengeri Satellite Town,MMowsik,2.0,1.0,43.0,1110.0,1110.0,2,0
11013,3,Ready To Move,vinayakanagar,MMowsik,5.0,2.0,200.0,1200.0,1200.0,7,0
11014,0,Ready To Move,St. John's Road,Soy 1Iv,4.0,2.0,630.0,4000.0,4000.0,4,0
11015,0,Ready To Move,Uttarahalli,Soy 1Iv,4.0,0.0,150.0,4500.0,4500.0,4,1
11016,2,Ready To Move,Jaraganahalli Jp Nagar Post,Soy 1Iv,4.0,3.0,65.0,600.0,600.0,4,1
11017,3,Ready To Move,Haralur Road,NDionas,2.0,2.0,75.0,1300.0,1300.0,2,0
11018,2,Ready To Move,adigondanhalli,NDionas,1.0,0.0,42.0,1200.0,1200.0,2,1
11019,2,Immediate Possession,Yelahanka,Saaveha,1.0,0.0,12.75,1200.0,1800.0,2,1
11020,3,18-Aug,Hennur Road,Puachal,2.0,1.0,69.61,1232.0,1232.0,2,0
11021,3,Ready To Move,Jalahalli,Puachal,3.0,2.0,94.36,1704.0,1704.0,3,0
11022,0,Ready To Move,7th Phase JP Nagar,Puachal,2.0,2.0,88.0,1275.0,1275.0,3,0
11023,3,Ready To Move,Sarjapur  Road,GCiewty,2.0,1.0,68.0,1222.0,1222.0,3,0
11024,3,Ready To Move,Varthur,MKllei ,2.0,2.0,39.0,1155.0,1155.0,2,0
11025,3,18-Apr,Electronic City,MKllei ,2.0,1.0,29.95,1000.0,1000.0,2,0
11026,3,Ready To Move,Horamavu Banaswadi,Bhave E,2.0,1.0,45.0,1200.0,1200.0,2,0
11027,3,19-Dec,Yelahanka,Goues A,3.0,2.0,71.28,1517.0,1517.0,3,0
11028,3,18-May,Horamavu Agara,Goues A,2.0,1.0,37.29,1166.0,1166.0,2,0
11029,0,Ready To Move,Electronic City,Itelaa ,2.0,2.0,24.0,870.0,870.0,2,0
11030,3,Ready To Move,5th Phase JP Nagar,Itelaa ,5.0,2.0,170.0,4000.0,4000.0,5,0
11031,2,Ready To Move,Rajaji Nagar,Itelaa ,4.0,1.0,230.0,1350.0,1350.0,4,1
11032,3,Ready To Move,Yelahanka,Niareum,6.0,1.0,190.0,3019.0,3019.0,4,0
11033,3,Ready To Move,Whitefield,SearkHy,3.0,1.0,58.0,1345.0,1345.0,3,0
11034,2,Ready To Move,Dommasandra,SearkHy,3.0,1.0,75.0,900.0,900.0,3,1
11035,3,Ready To Move,EPIP Zone,AkoreEn,5.0,2.0,170.0,3800.0,3800.0,4,0
11036,3,Ready To Move,Chandapura,AkoreEn,2.0,2.0,38.0,971.0,971.0,3,0
11037,3,Ready To Move,Hennur,Shateor,2.0,1.0,52.32,1255.0,1255.0,2,0
